1700000000.000 | frontend-1 | INFO | frontend-1 processed request in 10.8ms
1700000212.000 | payment-service-1 | INFO | payment-service-1 completed batch job
1700000212.000 | order-service-1 | INFO | order-service-1 health check OK
1700000213.000 | database-1 | INFO | database-1 health check OK
1700000213.000 | order-service-1 | INFO | order-service-1 processed request in 21.1ms
1700000213.000 | database-1 | INFO | database-1 processed request in 8.0ms
1700000214.000 | database-1 | INFO | database-1 health check OK
1700000215.000 | frontend-1 | INFO | frontend-1 connection timeout to downstream
1700000215.000 | order-service-1 | INFO | order-service-1 health check OK
1700000215.000 | order-service-1 | INFO | order-service-1 connection pool size 17
1700000216.000 | frontend-1 | INFO | frontend-1 connection timeout to downstream
1700000216.000 | database-1 | INFO | database-1 connection pool size 18
1700000217.000 | database-1 | INFO | database-1 connection pool size 7
1700000218.000 | order-service-1 | INFO | order-service-1 connection pool size 17
1700000219.000 | frontend-1 | INFO | frontend-1 retry attempt 1 for request
1700000219.000 | order-service-1 | INFO | order-service-1 connection pool size 17
1700000219.000 | payment-service-1 | INFO | payment-service-1 cache hit ratio 0.93
1700000220.000 | order-service-1 | INFO | order-service-1 completed batch job
1700000220.000 | database-1 | INFO | database-1 connection pool size 17
1700000220.000 | database-1 | INFO | database-1 completed batch job
1700000221.000 | database-1 | INFO | database-1 cache hit ratio 0.82
1700000221.000 | database-1 | INFO | database-1 health check OK
1700000222.000 | payment-service-1 | INFO | payment-service-1 completed batch job
1700000222.000 | payment-service-1 | INFO | payment-service-1 connection pool size 18
1700000222.000 | cache-service-1 | INFO | cache-service-1 connection pool size 18
1700000223.000 | order-service-1 | INFO | order-service-1 cache hit ratio 0.87
1700000223.000 | database-1 | INFO | database-1 processed request in 7.6ms
1700000224.000 | order-service-1 | INFO | order-service-1 completed batch job
1700000224.000 | frontend-1 | INFO | frontend-1 retry attempt 2 for request
1700000225.000 | order-service-1 | INFO | order-service-1 processed request in 25.0ms
1700000225.000 | database-1 | INFO | database-1 connection pool size 19
1700000225.000 | order-service-1 | INFO | order-service-1 cache hit ratio 0.87
1700000226.000 | frontend-1 | INFO | frontend-1 connection timeout to downstream
1700000226.000 | cache-service-1 | INFO | cache-service-1 processed request in 2.2ms
1700000227.000 | frontend-1 | INFO | frontend-1 circuit breaker OPEN
1700000227.000 | frontend-1 | INFO | frontend-1 retry attempt 1 for request
1700000228.000 | database-1 | INFO | database-1 cache hit ratio 0.83
1700000228.000 | frontend-1 | INFO | frontend-1 connection timeout to downstream
1700000229.000 | order-service-1 | INFO | order-service-1 connection pool size 15
1700000229.000 | database-1 | INFO | database-1 cache hit ratio 0.98
1700000230.000 | payment-service-1 | INFO | payment-service-1 processed request in 17.8ms
1700000230.000 | cache-service-1 | INFO | cache-service-1 completed batch job
1700000231.000 | database-1 | INFO | database-1 cache hit ratio 0.95
1700000231.000 | frontend-1 | INFO | frontend-1 connection timeout to downstream
1700000231.000 | cache-service-1 | INFO | cache-service-1 completed batch job
1700000232.000 | frontend-1 | INFO | frontend-1 upstream timeout after 180ms
1700000233.000 | database-1 | INFO | database-1 cache hit ratio 0.70
1700000234.000 | database-1 | INFO | database-1 cache hit ratio 0.70
1700000234.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000235.000 | order-service-1 | INFO | order-service-1 health check OK
1700000235.000 | cache-service-1 | INFO | cache-service-1 health check OK
1700000235.000 | database-1 | INFO | database-1 processed request in 7.9ms
1700000236.000 | database-1 | INFO | database-1 processed request in 7.1ms
1700000237.000 | payment-service-1 | INFO | payment-service-1 completed batch job
1700000238.000 | order-service-1 | INFO | order-service-1 connection pool size 7
1700000239.000 | order-service-1 | INFO | order-service-1 processed request in 20.9ms
1700000239.000 | cache-service-1 | INFO | cache-service-1 connection pool size 7
1700000239.000 | database-1 | INFO | database-1 processed request in 9.2ms
1700000240.000 | database-1 | INFO | database-1 processed request in 8.1ms
1700000240.000 | payment-service-1 | INFO | payment-service-1 cache hit ratio 0.86
1700000240.000 | frontend-1 | INFO | frontend-1 connection timeout to downstream
1700000241.000 | frontend-1 | INFO | frontend-1 circuit breaker OPEN
1700000242.000 | cache-service-1 | INFO | cache-service-1 completed batch job
1700000242.000 | order-service-1 | INFO | order-service-1 health check OK
1700000242.000 | payment-service-1 | INFO | payment-service-1 cache hit ratio 0.77
1700000243.000 | database-1 | INFO | database-1 completed batch job
1700000243.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.85
1700000244.000 | order-service-1 | INFO | order-service-1 connection pool size 8
1700000244.000 | payment-service-1 | INFO | payment-service-1 completed batch job
1700000245.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000245.000 | database-1 | INFO | database-1 cache hit ratio 0.88
1700000245.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000246.000 | cache-service-1 | INFO | cache-service-1 processed request in 2.5ms
1700000246.000 | database-1 | INFO | database-1 processed request in 6.9ms
1700000246.000 | order-service-1 | INFO | order-service-1 cache hit ratio 0.74
1700000247.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.94
1700000247.000 | frontend-1 | INFO | frontend-1 connection timeout to downstream
1700000248.000 | order-service-1 | INFO | order-service-1 cache hit ratio 0.75
1700000249.000 | database-1 | INFO | database-1 processed request in 8.0ms
1700000249.000 | database-1 | INFO | database-1 processed request in 7.6ms
1700000250.000 | frontend-1 | INFO | frontend-1 upstream timeout after 180ms
1700000250.000 | order-service-1 | INFO | order-service-1 cache hit ratio 0.97
1700000250.000 | frontend-1 | INFO | frontend-1 network latency spike detected
1700000251.000 | database-1 | INFO | database-1 health check OK
1700000251.000 | cache-service-1 | INFO | cache-service-1 health check OK
1700000252.000 | database-1 | INFO | database-1 health check OK
1700000253.000 | order-service-1 | INFO | order-service-1 processed request in 22.2ms
1700000254.000 | order-service-1 | INFO | order-service-1 completed batch job
1700000255.000 | database-1 | INFO | database-1 completed batch job
1700000255.000 | frontend-1 | INFO | frontend-1 connection timeout to downstream
1700000256.000 | cache-service-1 | INFO | cache-service-1 completed batch job
1700000256.000 | order-service-1 | INFO | order-service-1 health check OK
1700000257.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000257.000 | payment-service-1 | INFO | payment-service-1 processed request in 17.1ms
1700000257.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000258.000 | frontend-1 | INFO | frontend-1 network latency spike detected
1700000259.000 | order-service-1 | INFO | order-service-1 health check OK
1700000260.000 | order-service-1 | INFO | order-service-1 connection pool size 6
1700000261.000 | frontend-1 | INFO | frontend-1 connection timeout to downstream
1700000261.000 | payment-service-1 | INFO | payment-service-1 cache hit ratio 0.80
1700000261.000 | database-1 | INFO | database-1 cache hit ratio 0.77
1700000262.000 | database-1 | INFO | database-1 processed request in 7.4ms
1700000262.000 | payment-service-1 | INFO | payment-service-1 cache hit ratio 0.96
1700000262.000 | database-1 | INFO | database-1 cache hit ratio 0.74
1700000263.000 | cache-service-1 | INFO | cache-service-1 connection pool size 17
1700000263.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.77
1700000263.000 | database-1 | INFO | database-1 processed request in 7.4ms
1700000264.000 | order-service-1 | INFO | order-service-1 health check OK
1700000265.000 | order-service-1 | INFO | order-service-1 processed request in 23.0ms
1700000265.000 | order-service-1 | INFO | order-service-1 cache hit ratio 0.71
1700000265.000 | payment-service-1 | INFO | payment-service-1 cache hit ratio 0.97
1700000266.000 | order-service-1 | INFO | order-service-1 health check OK
1700000266.000 | database-1 | INFO | database-1 health check OK
1700000267.000 | database-1 | INFO | database-1 processed request in 7.3ms
1700000267.000 | database-1 | INFO | database-1 connection pool size 15
1700000267.000 | database-1 | INFO | database-1 processed request in 9.4ms
1700000268.000 | cache-service-1 | INFO | cache-service-1 connection pool size 5
1700000268.000 | database-1 | INFO | database-1 health check OK
1700000269.000 | database-1 | INFO | database-1 completed batch job
1700000269.000 | cache-service-1 | INFO | cache-service-1 completed batch job
1700000269.000 | database-1 | INFO | database-1 health check OK
1700000270.000 | cache-service-1 | INFO | cache-service-1 processed request in 2.1ms
1700000270.000 | database-1 | INFO | database-1 health check OK
1700000271.000 | order-service-1 | INFO | order-service-1 health check OK
1700000272.000 | order-service-1 | INFO | order-service-1 cache hit ratio 0.92
1700000272.000 | payment-service-1 | INFO | payment-service-1 completed batch job
1700000273.000 | payment-service-1 | INFO | payment-service-1 connection pool size 19
1700000273.000 | cache-service-1 | INFO | cache-service-1 health check OK
1700000273.000 | database-1 | INFO | database-1 health check OK
1700000274.000 | order-service-1 | INFO | order-service-1 connection pool size 10
1700000274.000 | database-1 | INFO | database-1 connection pool size 8
1700000274.000 | database-1 | INFO | database-1 processed request in 7.2ms
1700000275.000 | order-service-1 | INFO | order-service-1 connection pool size 5
1700000276.000 | payment-service-1 | INFO | payment-service-1 connection pool size 14
1700000277.000 | payment-service-1 | INFO | payment-service-1 connection pool size 13
1700000277.000 | order-service-1 | INFO | order-service-1 completed batch job
1700000277.000 | database-1 | INFO | database-1 health check OK
1700000278.000 | order-service-1 | INFO | order-service-1 connection pool size 17
1700000278.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000278.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000279.000 | frontend-1 | INFO | frontend-1 circuit breaker OPEN
1700000279.000 | payment-service-1 | INFO | payment-service-1 processed request in 18.8ms
1700000280.000 | database-1 | INFO | database-1 health check OK
1700000280.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.73
1700000281.000 | database-1 | INFO | database-1 connection pool size 10
1700000282.000 | frontend-1 | INFO | frontend-1 circuit breaker OPEN
1700000283.000 | order-service-1 | INFO | order-service-1 completed batch job
1700000284.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.94
1700000285.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.89
1700000286.000 | order-service-1 | INFO | order-service-1 processed request in 25.1ms
1700000287.000 | order-service-1 | INFO | order-service-1 completed batch job
1700000287.000 | cache-service-1 | INFO | cache-service-1 connection pool size 19
1700000287.000 | frontend-1 | INFO | frontend-1 network latency spike detected
1700000288.000 | payment-service-1 | INFO | payment-service-1 processed request in 16.7ms
1700000288.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.97
1700000289.000 | database-1 | INFO | database-1 connection pool size 16
1700000289.000 | order-service-1 | INFO | order-service-1 cache hit ratio 0.71
1700000290.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.87
1700000290.000 | database-1 | INFO | database-1 completed batch job
1700000291.000 | order-service-1 | INFO | order-service-1 completed batch job
1700000291.000 | order-service-1 | INFO | order-service-1 cache hit ratio 0.92
1700000291.000 | database-1 | INFO | database-1 cache hit ratio 0.74
1700000292.000 | cache-service-1 | INFO | cache-service-1 connection pool size 7
1700000293.000 | cache-service-1 | INFO | cache-service-1 completed batch job
1700000293.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.76
1700000294.000 | order-service-1 | INFO | order-service-1 cache hit ratio 0.89
1700000294.000 | payment-service-1 | INFO | payment-service-1 completed batch job
1700000294.000 | cache-service-1 | INFO | cache-service-1 processed request in 2.1ms
1700000295.000 | database-1 | INFO | database-1 health check OK
1700000295.000 | order-service-1 | INFO | order-service-1 health check OK
1700000296.000 | database-1 | INFO | database-1 connection pool size 14
1700000296.000 | payment-service-1 | INFO | payment-service-1 processed request in 18.6ms
1700000297.000 | payment-service-1 | INFO | payment-service-1 completed batch job
1700000297.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000297.000 | cache-service-1 | INFO | cache-service-1 connection pool size 10
1700000298.000 | frontend-1 | INFO | frontend-1 circuit breaker OPEN
1700000298.000 | cache-service-1 | INFO | cache-service-1 connection pool size 10
1700000298.000 | payment-service-1 | INFO | payment-service-1 processed request in 18.3ms
1700000299.000 | frontend-1 | INFO | frontend-1 network latency spike detected
1700000299.000 | payment-service-1 | INFO | payment-service-1 completed batch job
1700000299.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.75
