1700000000.000 | database-1 | INFO | database-1 connection pool size 14
1700000205.000 | frontend-1 | INFO | frontend-1 cache hit ratio 0.75
1700000205.000 | database-1 | INFO | database-1 CPU usage critical: 100%
1700000205.000 | frontend-1 | INFO | frontend-1 health check OK
1700000206.000 | order-service-1 | INFO | order-service-1 completed batch job
1700000206.000 | order-service-1 | INFO | order-service-1 cache hit ratio 0.96
1700000207.000 | frontend-1 | INFO | frontend-1 completed batch job
1700000207.000 | frontend-1 | INFO | frontend-1 health check OK
1700000207.000 | cache-service-1 | INFO | cache-service-1 health check OK
1700000208.000 | payment-service-1 | INFO | payment-service-1 processed request in 18.6ms
1700000209.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000209.000 | frontend-1 | INFO | frontend-1 completed batch job
1700000210.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000211.000 | frontend-1 | INFO | frontend-1 health check OK
1700000211.000 | frontend-1 | INFO | frontend-1 processed request in 9.7ms
1700000212.000 | payment-service-1 | INFO | payment-service-1 processed request in 16.3ms
1700000213.000 | order-service-1 | INFO | order-service-1 health check OK
1700000213.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000213.000 | frontend-1 | INFO | frontend-1 connection pool size 12
1700000214.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.97
1700000215.000 | order-service-1 | INFO | order-service-1 cache hit ratio 0.95
1700000215.000 | cache-service-1 | INFO | cache-service-1 completed batch job
1700000216.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.88
1700000217.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000217.000 | cache-service-1 | INFO | cache-service-1 health check OK
1700000217.000 | database-1 | INFO | database-1 thread pool exhausted
1700000218.000 | cache-service-1 | INFO | cache-service-1 health check OK
1700000219.000 | payment-service-1 | INFO | payment-service-1 completed batch job
1700000219.000 | order-service-1 | INFO | order-service-1 processed request in 25.4ms
1700000219.000 | frontend-1 | INFO | frontend-1 health check OK
1700000220.000 | frontend-1 | INFO | frontend-1 connection pool size 11
1700000221.000 | database-1 | INFO | database-1 response time degraded: 120ms
1700000221.000 | order-service-1 | INFO | order-service-1 health check OK
1700000221.000 | payment-service-1 | INFO | payment-service-1 completed batch job
1700000222.000 | order-service-1 | INFO | order-service-1 processed request in 20.4ms
1700000222.000 | frontend-1 | INFO | frontend-1 cache hit ratio 0.95
1700000223.000 | cache-service-1 | INFO | cache-service-1 health check OK
1700000223.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.86
1700000224.000 | order-service-1 | INFO | order-service-1 completed batch job
1700000224.000 | payment-service-1 | INFO | payment-service-1 connection pool size 14
1700000225.000 | database-1 | INFO | database-1 thread pool exhausted
1700000225.000 | cache-service-1 | INFO | cache-service-1 connection pool size 13
1700000226.000 | cache-service-1 | INFO | cache-service-1 processed request in 2.1ms
1700000226.000 | database-1 | INFO | database-1 GC pressure high
1700000226.000 | payment-service-1 | INFO | payment-service-1 processed request in 18.2ms
1700000227.000 | frontend-1 | INFO | frontend-1 connection pool size 9
1700000227.000 | database-1 | INFO | database-1 CPU usage critical: 100%
1700000227.000 | payment-service-1 | INFO | payment-service-1 connection pool size 16
1700000228.000 | cache-service-1 | INFO | cache-service-1 connection pool size 13
1700000229.000 | frontend-1 | INFO | frontend-1 health check OK
1700000230.000 | database-1 | INFO | database-1 thread pool exhausted
1700000230.000 | order-service-1 | INFO | order-service-1 connection pool size 17
1700000231.000 | database-1 | INFO | database-1 thread pool exhausted
1700000232.000 | frontend-1 | INFO | frontend-1 completed batch job
1700000232.000 | database-1 | INFO | database-1 response time degraded: 120ms
1700000232.000 | database-1 | INFO | database-1 response time degraded: 120ms
1700000233.000 | database-1 | INFO | database-1 response time degraded: 120ms
1700000234.000 | order-service-1 | INFO | order-service-1 processed request in 22.8ms
1700000234.000 | frontend-1 | INFO | frontend-1 connection pool size 17
1700000235.000 | frontend-1 | INFO | frontend-1 connection pool size 17
1700000235.000 | database-1 | INFO | database-1 response time degraded: 120ms
1700000235.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000236.000 | database-1 | INFO | database-1 GC pressure high
1700000236.000 | cache-service-1 | INFO | cache-service-1 processed request in 1.7ms
1700000237.000 | payment-service-1 | INFO | payment-service-1 processed request in 19.7ms
1700000237.000 | payment-service-1 | INFO | payment-service-1 completed batch job
1700000237.000 | database-1 | INFO | database-1 request queue depth: 150
1700000238.000 | frontend-1 | INFO | frontend-1 connection pool size 6
1700000238.000 | payment-service-1 | INFO | payment-service-1 connection pool size 14
1700000239.000 | frontend-1 | INFO | frontend-1 health check OK
1700000239.000 | frontend-1 | INFO | frontend-1 processed request in 11.3ms
1700000239.000 | database-1 | INFO | database-1 thread pool exhausted
1700000240.000 | cache-service-1 | INFO | cache-service-1 health check OK
1700000241.000 | payment-service-1 | INFO | payment-service-1 connection pool size 14
1700000241.000 | cache-service-1 | INFO | cache-service-1 completed batch job
1700000242.000 | cache-service-1 | INFO | cache-service-1 completed batch job
1700000242.000 | frontend-1 | INFO | frontend-1 cache hit ratio 0.98
1700000243.000 | database-1 | INFO | database-1 request queue depth: 132
1700000243.000 | order-service-1 | INFO | order-service-1 connection pool size 19
1700000243.000 | order-service-1 | INFO | order-service-1 cache hit ratio 0.90
1700000244.000 | frontend-1 | INFO | frontend-1 cache hit ratio 0.76
1700000244.000 | database-1 | INFO | database-1 CPU usage critical: 100%
1700000245.000 | frontend-1 | INFO | frontend-1 connection pool size 12
1700000246.000 | frontend-1 | INFO | frontend-1 completed batch job
1700000247.000 | database-1 | INFO | database-1 GC pressure high
1700000247.000 | cache-service-1 | INFO | cache-service-1 completed batch job
1700000248.000 | payment-service-1 | INFO | payment-service-1 cache hit ratio 0.72
1700000248.000 | order-service-1 | INFO | order-service-1 health check OK
1700000248.000 | cache-service-1 | INFO | cache-service-1 connection pool size 10
1700000249.000 | cache-service-1 | INFO | cache-service-1 completed batch job
1700000250.000 | frontend-1 | INFO | frontend-1 completed batch job
1700000250.000 | frontend-1 | INFO | frontend-1 cache hit ratio 0.81
1700000251.000 | frontend-1 | INFO | frontend-1 cache hit ratio 0.82
1700000251.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.81
1700000251.000 | database-1 | INFO | database-1 request queue depth: 150
1700000252.000 | database-1 | INFO | database-1 response time degraded: 120ms
1700000252.000 | cache-service-1 | INFO | cache-service-1 processed request in 2.0ms
1700000252.000 | order-service-1 | INFO | order-service-1 completed batch job
1700000253.000 | payment-service-1 | INFO | payment-service-1 connection pool size 17
1700000253.000 | order-service-1 | INFO | order-service-1 processed request in 21.1ms
1700000254.000 | database-1 | INFO | database-1 GC pressure high
1700000255.000 | order-service-1 | INFO | order-service-1 connection pool size 5
1700000255.000 | cache-service-1 | INFO | cache-service-1 connection pool size 16
1700000255.000 | database-1 | INFO | database-1 thread pool exhausted
1700000256.000 | order-service-1 | INFO | order-service-1 health check OK
1700000256.000 | payment-service-1 | INFO | payment-service-1 connection pool size 13
1700000256.000 | order-service-1 | INFO | order-service-1 completed batch job
1700000257.000 | cache-service-1 | INFO | cache-service-1 health check OK
1700000257.000 | payment-service-1 | INFO | payment-service-1 cache hit ratio 0.86
1700000258.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.81
1700000258.000 | frontend-1 | INFO | frontend-1 cache hit ratio 0.82
1700000258.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000259.000 | database-1 | INFO | database-1 thread pool exhausted
1700000260.000 | frontend-1 | INFO | frontend-1 connection pool size 7
1700000260.000 | order-service-1 | INFO | order-service-1 health check OK
1700000261.000 | database-1 | INFO | database-1 GC pressure high
1700000261.000 | frontend-1 | INFO | frontend-1 connection pool size 8
1700000261.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000262.000 | frontend-1 | INFO | frontend-1 health check OK
1700000263.000 | payment-service-1 | INFO | payment-service-1 completed batch job
1700000263.000 | frontend-1 | INFO | frontend-1 completed batch job
1700000264.000 | frontend-1 | INFO | frontend-1 health check OK
1700000264.000 | order-service-1 | INFO | order-service-1 health check OK
1700000265.000 | cache-service-1 | INFO | cache-service-1 connection pool size 12
1700000265.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.91
1700000265.000 | cache-service-1 | INFO | cache-service-1 health check OK
1700000266.000 | frontend-1 | INFO | frontend-1 cache hit ratio 0.76
1700000267.000 | order-service-1 | INFO | order-service-1 processed request in 21.4ms
1700000268.000 | database-1 | INFO | database-1 response time degraded: 120ms
1700000268.000 | database-1 | INFO | database-1 request queue depth: 166
1700000268.000 | database-1 | INFO | database-1 CPU usage critical: 100%
1700000269.000 | database-1 | INFO | database-1 request queue depth: 83
1700000269.000 | frontend-1 | INFO | frontend-1 completed batch job
1700000270.000 | order-service-1 | INFO | order-service-1 connection pool size 7
1700000270.000 | frontend-1 | INFO | frontend-1 cache hit ratio 0.92
1700000270.000 | payment-service-1 | INFO | payment-service-1 connection pool size 10
1700000271.000 | order-service-1 | INFO | order-service-1 connection pool size 9
1700000272.000 | frontend-1 | INFO | frontend-1 cache hit ratio 0.73
1700000272.000 | database-1 | INFO | database-1 request queue depth: 137
1700000272.000 | database-1 | INFO | database-1 GC pressure high
1700000273.000 | database-1 | INFO | database-1 GC pressure high
1700000274.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.86
1700000274.000 | database-1 | INFO | database-1 request queue depth: 97
1700000275.000 | frontend-1 | INFO | frontend-1 connection pool size 14
1700000275.000 | payment-service-1 | INFO | payment-service-1 connection pool size 7
1700000276.000 | database-1 | INFO | database-1 response time degraded: 120ms
1700000277.000 | cache-service-1 | INFO | cache-service-1 processed request in 1.9ms
1700000278.000 | database-1 | INFO | database-1 GC pressure high
1700000278.000 | database-1 | INFO | database-1 CPU usage critical: 100%
1700000278.000 | database-1 | INFO | database-1 response time degraded: 120ms
1700000279.000 | frontend-1 | INFO | frontend-1 health check OK
1700000279.000 | cache-service-1 | INFO | cache-service-1 completed batch job
1700000280.000 | cache-service-1 | INFO | cache-service-1 health check OK
1700000280.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.71
1700000281.000 | frontend-1 | INFO | frontend-1 completed batch job
1700000281.000 | order-service-1 | INFO | order-service-1 completed batch job
1700000282.000 | cache-service-1 | INFO | cache-service-1 connection pool size 8
1700000282.000 | payment-service-1 | INFO | payment-service-1 completed batch job
1700000283.000 | cache-service-1 | INFO | cache-service-1 processed request in 1.9ms
1700000284.000 | frontend-1 | INFO | frontend-1 completed batch job
1700000284.000 | payment-service-1 | INFO | payment-service-1 cache hit ratio 0.88
1700000284.000 | order-service-1 | INFO | order-service-1 completed batch job
1700000285.000 | payment-service-1 | INFO | payment-service-1 health check OK
1700000285.000 | payment-service-1 | INFO | payment-service-1 completed batch job
1700000285.000 | frontend-1 | INFO | frontend-1 cache hit ratio 0.72
1700000286.000 | cache-service-1 | INFO | cache-service-1 completed batch job
1700000286.000 | database-1 | INFO | database-1 request queue depth: 132
1700000286.000 | frontend-1 | INFO | frontend-1 cache hit ratio 0.93
1700000287.000 | order-service-1 | INFO | order-service-1 connection pool size 16
1700000287.000 | payment-service-1 | INFO | payment-service-1 connection pool size 13
1700000287.000 | frontend-1 | INFO | frontend-1 completed batch job
1700000288.000 | cache-service-1 | INFO | cache-service-1 cache hit ratio 0.92
1700000289.000 | order-service-1 | INFO | order-service-1 health check OK
1700000289.000 | payment-service-1 | INFO | payment-service-1 connection pool size 7
1700000289.000 | payment-service-1 | INFO | payment-service-1 completed batch job
1700000290.000 | frontend-1 | INFO | frontend-1 completed batch job
1700000290.000 | frontend-1 | INFO | frontend-1 health check OK
1700000291.000 | frontend-1 | INFO | frontend-1 completed batch job
1700000291.000 | database-1 | INFO | database-1 request queue depth: 133
1700000291.000 | cache-service-1 | INFO | cache-service-1 connection pool size 7
1700000292.000 | frontend-1 | INFO | frontend-1 health check OK
1700000293.000 | frontend-1 | INFO | frontend-1 health check OK
1700000294.000 | order-service-1 | INFO | order-service-1 processed request in 22.6ms
1700000294.000 | order-service-1 | INFO | order-service-1 completed batch job
1700000294.000 | frontend-1 | INFO | frontend-1 health check OK
1700000295.000 | order-service-1 | INFO | order-service-1 completed batch job
1700000295.000 | payment-service-1 | INFO | payment-service-1 processed request in 16.8ms
1700000295.000 | cache-service-1 | INFO | cache-service-1 health check OK
1700000296.000 | payment-service-1 | INFO | payment-service-1 cache hit ratio 0.80
1700000296.000 | payment-service-1 | INFO | payment-service-1 processed request in 14.7ms
1700000297.000 | order-service-1 | INFO | order-service-1 processed request in 26.2ms
1700000297.000 | frontend-1 | INFO | frontend-1 health check OK
1700000298.000 | order-service-1 | INFO | order-service-1 cache hit ratio 0.78
1700000299.000 | cache-service-1 | INFO | cache-service-1 health check OK
1700000299.000 | database-1 | INFO | database-1 response time degraded: 120ms
